0,0,Header,1,1,480
1,0,Start_track
1,0,Time_signature,4,2,24,8
1,0,Key_signature,0,major
1,0,Tempo,500000.0
1,0,Control_c,9,121,0
1,0,Program_c,9,0
1,0,Control_c,9,7,100
1,0,Control_c,9,10,64
1,0,Control_c,9,91,0
1,0,Control_c,9,93,0
1,0,MIDI_port,0
1,1920.0,Note_on_c,9,37,35
1,2160.0,Note_on_c,9,37,0
1,4800.0,Note_on_c,9,37,35
1,5040.0,Note_on_c,9,37,0
1,5280.0,Note_on_c,9,37,35
1,5520.0,Note_on_c,9,37,0
1,5760.0,Note_on_c,9,37,35
1,6000.0,Note_on_c,9,37,0
1,8640.0,Note_on_c,9,37,35
1,8880.0,Note_on_c,9,37,0
1,9120.0,Note_on_c,9,37,35
1,9360.0,Note_on_c,9,37,0
1,9600.0,Note_on_c,9,37,35
1,9840.0,Note_on_c,9,37,0
1,10320.0,Note_on_c,9,37,35
1,10560.0,Note_on_c,9,37,0
1,12480.0,Note_on_c,9,37,35
1,12720.0,Note_on_c,9,37,0
1,12960.0,Note_on_c,9,37,35
1,13200.0,Note_on_c,9,37,0
1,13440.0,Note_on_c,9,37,35
1,13680.0,Note_on_c,9,37,0
1,14160.0,Note_on_c,9,37,35
1,14400.0,Note_on_c,9,37,0
1,16320.0,Note_on_c,9,37,35
1,16560.0,Note_on_c,9,37,0
1,16800.0,Note_on_c,9,37,35
1,17040.0,Note_on_c,9,37,0
1,17280.0,Note_on_c,9,37,35
1,17520.0,Note_on_c,9,37,0
1,17520.0,Note_on_c,9,37,35
1,17760.0,Note_on_c,9,37,0
1,18000.0,Note_on_c,9,37,35
1,18240.0,Note_on_c,9,37,0
1,18240.0,Note_on_c,9,37,35
1,18480.0,Note_on_c,9,37,0
1,19200.0,Note_on_c,9,37,35
1,19440.0,Note_on_c,9,37,0
1,19440.0,Note_on_c,9,37,35
1,19680.0,Note_on_c,9,37,0
1,19920.0,Note_on_c,9,37,35
1,20160.0,Note_on_c,9,37,0
1,20160.0,Note_on_c,9,37,35
1,20400.0,Note_on_c,9,37,0
1,20880.0,Note_on_c,9,37,35
1,21120.0,Note_on_c,9,37,0
1,21120.0,Note_on_c,9,37,35
1,21360.0,Note_on_c,9,37,0
1,21360.0,Note_on_c,9,37,35
1,21600.0,Note_on_c,9,37,0
1,21840.0,Note_on_c,9,37,35
